X;Y;fid;cng_(Meters);LABEL;MAP_LABEL
596905.768911277;6739770.2508804;8;1050;G04_LM036;
596878.551337675;6739782.86847475;8;1080;G04_LM037;
596851.333764073;6739795.4860691;8;1110;G04_LM038;
596824.116190471;6739808.10366346;8;1140;G04_LM039;
596796.898616869;6739820.72125781;8;1170;G04_LM040;G04_LM040
596769.681043267;6739833.33885216;8;1200;G04_LM041;
596742.463469665;6739845.95644651;8;1230;G04_LM042;
596715.245896064;6739858.57404086;8;1260;G04_LM043;
596688.028322462;6739871.19163521;8;1290;G04_LM044;
596660.81074886;6739883.80922957;8;1320;G04_LM045;
596633.593175258;6739896.42682392;8;1350;G04_LM046;
596606.375601656;6739909.04441827;8;1380;G04_LM047;
596579.158028054;6739921.66201262;8;1410;G04_LM048;
596551.940454452;6739934.27960697;8;1440;G04_LM049;
596524.72288085;6739946.89720132;8;1470;G04_LM050;G04_LM050
596497.505307248;6739959.51479568;8;1500;G04_LM051;
596470.287733646;6739972.13239003;8;1530;G04_LM052;
596443.070160044;6739984.74998438;8;1560;G04_LM053;
596415.852586442;6739997.36757873;8;1590;G04_LM054;
596388.635012841;6740009.98517308;8;1620;G04_LM055;
596361.417439239;6740022.60276744;8;1650;G04_LM056;
596334.199865637;6740035.22036179;8;1680;G04_LM057;
596306.982292035;6740047.83795614;8;1710;G04_LM058;
596279.764718433;6740060.45555049;8;1740;G04_LM059;
596252.547144831;6740073.07314484;8;1770;G04_LM060;G04_LM060
596225.329571229;6740085.69073919;8;1800;G04_LM061;
596198.217544043;6740098.52851485;8;1830;G04_LM062;
596171.334770244;6740111.84453801;8;1860;G04_LM063;
596144.451996445;6740125.16056118;8;1890;G04_LM064;
596117.569222646;6740138.47658434;8;1920;G04_LM065;
596090.686448847;6740151.7926075;8;1950;G04_LM066;
596063.803675048;6740165.10863066;8;1980;G04_LM067;
596036.920901249;6740178.42465383;8;2010;G04_LM068;
596010.038127449;6740191.74067699;8;2040;G04_LM069;
595983.15535365;6740205.05670015;8;2070;G04_LM070;G04_LM070
595956.272579851;6740218.37272331;8;2100;G04_LM071;
595929.389806052;6740231.68874648;8;2130;G04_LM072;
595905.220771901;6740249.07518017;8;2160;G04_LM073;
595882.590418304;6740268.7695219;8;2190;G04_LM074;
595859.960064708;6740288.46386363;8;2220;G04_LM075;
595837.329711111;6740308.15820535;8;2250;G04_LM076;
595814.699357514;6740327.85254708;8;2280;G04_LM077;
595792.069003918;6740347.54688881;8;2310;G04_LM078;
595769.438650321;6740367.24123054;8;2340;G04_LM079;
595746.808296725;6740386.93557227;8;2370;G04_LM080;G04_LM080
595729.233190745;6740403.42818936;9;0;G04_UM001;G04_UM001
595708.610822391;6740425.21621184;9;30;G04_UM002;
595687.988454038;6740447.00423432;9;60;G04_UM003;
595667.366085685;6740468.79225679;9;90;G04_UM004;
595646.743717331;6740490.58027927;9;120;G04_UM005;
595626.121348978;6740512.36830175;9;150;G04_UM006;
595605.498980625;6740534.15632423;9;180;G04_UM007;
595584.876612271;6740555.9443467;9;210;G04_UM008;
595564.254243918;6740577.73236918;9;240;G04_UM009;
595543.631875564;6740599.52039166;9;270;G04_UM010;G04_UM010
595523.009507211;6740621.30841414;9;300;G04_UM011;
595502.387138858;6740643.09643662;9;330;G04_UM012;
595481.764770504;6740664.88445909;9;360;G04_UM013;
595461.142402151;6740686.67248157;9;390;G04_UM014;
595440.520033798;6740708.46050405;9;420;G04_UM015;
595419.897665444;6740730.24852653;9;450;G04_UM016;
595399.275297091;6740752.036549;9;480;G04_UM017;
595378.652928737;6740773.82457148;9;510;G04_UM018;
595358.030560384;6740795.61259396;9;540;G04_UM019;
595337.408192031;6740817.40061644;9;570;G04_UM020;G04_UM020
595316.785823677;6740839.18863892;9;600;G04_UM021;
595296.163455324;6740860.97666139;9;630;G04_UM022;
595275.54108697;6740882.76468387;9;660;G04_UM023;
595254.918718617;6740904.55270635;9;690;G04_UM024;
595234.296350264;6740926.34072883;9;720;G04_UM025;
595213.67398191;6740948.12875131;9;750;G04_UM026;
595193.051613557;6740969.91677378;9;780;G04_UM027;
595182.264404326;6740996.93528573;9;810;G04_UM028;
595175.728357762;6741026.21463161;9;840;G04_UM029;
595169.192311198;6741055.49397749;9;870;G04_UM030;G04_UM030
595162.656264634;6741084.77332338;9;900;G04_UM031;
595156.12021807;6741114.05266926;9;930;G04_UM032;
595149.584171506;6741143.33201514;9;960;G04_UM033;
595143.048124942;6741172.61136102;9;990;G04_UM034;
595136.512078378;6741201.89070691;9;1020;G04_UM035;
595129.976031814;6741231.17005279;9;1050;G04_UM036;
595123.43998525;6741260.44939867;9;1080;G04_UM037;
595116.903938686;6741289.72874455;9;1110;G04_UM038;
595110.367892122;6741319.00809044;9;1140;G04_UM039;
595103.831845558;6741348.28743632;9;1170;G04_UM040;G04_UM040
595097.295798994;6741377.5667822;9;1200;G04_UM041;
595090.75975243;6741406.84612808;9;1230;G04_UM042;
595084.223705866;6741436.12547397;9;1260;G04_UM043;
595077.687659302;6741465.40481985;9;1290;G04_UM044;
595071.151612738;6741494.68416573;9;1320;G04_UM045;
595064.615566174;6741523.96351161;9;1350;G04_UM046;
595066.4312837;6741553.48647919;9;1380;G04_UM047;
595071.249506762;6741583.09703013;9;1410;G04_UM048;
595076.067729825;6741612.70758106;9;1440;G04_UM049;
595080.885952888;6741642.31813199;9;1470;G04_UM050;G04_UM050
595085.704175951;6741671.92868292;9;1500;G04_UM051;
595090.522399014;6741701.53923386;9;1530;G04_UM052;
595095.340622077;6741731.14978479;9;1560;G04_UM053;
595100.15884514;6741760.76033572;9;1590;G04_UM054;
595104.977068203;6741790.37088665;9;1620;G04_UM055;
595109.795291266;6741819.98143759;9;1650;G04_UM056;
595114.613514329;6741849.59198852;9;1680;G04_UM057;
595119.431737392;6741879.20253945;9;1710;G04_UM058;
595124.249960454;6741908.81309038;9;1740;G04_UM059;
595129.068183517;6741938.42364132;9;1770;G04_UM060;G04_UM060
595133.88640658;6741968.03419225;9;1800;G04_UM061;
595138.704629643;6741997.64474318;9;1830;G04_UM062;
595143.522852706;6742027.25529411;9;1860;G04_UM063;
595148.341075769;6742056.86584504;9;1890;G04_UM064;
598119.064610307;6756848.40753132;10;0;G02_LM001;G02_LM001
598125.405772127;6756819.08536109;10;30;G02_LM002;
598131.746933946;6756789.76319086;10;60;G02_LM003;
598138.088095765;6756760.44102064;10;90;G02_LM004;
598144.429257584;6756731.11885041;10;120;G02_LM005;
598150.770419403;6756701.79668018;10;150;G02_LM006;
598157.111581222;6756672.47450996;10;180;G02_LM007;
598163.452743041;6756643.15233973;10;210;G02_LM008;
598169.79390486;6756613.8301695;10;240;G02_LM009;
598176.13506668;6756584.50799928;10;270;G02_LM010;G02_LM010
598182.476228499;6756555.18582905;10;300;G02_LM011;
598188.817390318;6756525.86365883;10;330;G02_LM012;
598195.158552137;6756496.5414886;10;360;G02_LM013;
598201.499713956;6756467.21931837;10;390;G02_LM014;
598207.840875775;6756437.89714815;10;420;G02_LM015;
598214.182037594;6756408.57497792;10;450;G02_LM016;
598220.523199413;6756379.25280769;10;480;G02_LM017;
598226.864361233;6756349.93063747;10;510;G02_LM018;
598233.205523052;6756320.60846724;10;540;G02_LM019;
598239.546684871;6756291.28629701;10;570;G02_LM020;G02_LM020
598245.88784669;6756261.96412679;10;600;G02_LM021;
598252.229008509;6756232.64195656;10;630;G02_LM022;
598258.570170328;6756203.31978634;10;660;G02_LM023;
598264.911332147;6756173.99761611;10;690;G02_LM024;
598274.149043382;6756145.53730822;10;720;G02_LM025;
598284.869651404;6756117.51823322;10;750;G02_LM026;
598295.590259425;6756089.49915823;10;780;G02_LM027;
598306.310867447;6756061.48008323;10;810;G02_LM028;
598317.031475469;6756033.46100823;10;840;G02_LM029;
598327.75208349;6756005.44193324;10;870;G02_LM030;G02_LM030
598338.472691512;6755977.42285824;10;900;G02_LM031;
598349.193299533;6755949.40378324;10;930;G02_LM032;
598359.913907555;6755921.38470825;10;960;G02_LM033;
598370.634515577;6755893.36563325;10;990;G02_LM034;
598381.355123598;6755865.34655825;10;1020;G02_LM035;
598392.07573162;6755837.32748326;10;1050;G02_LM036;
598402.796339642;6755809.30840826;10;1080;G02_LM037;
598413.516947663;6755781.28933327;10;1110;G02_LM038;
598424.237555685;6755753.27025827;10;1140;G02_LM039;
598434.958163706;6755725.25118327;10;1170;G02_LM040;G02_LM040
598445.678771728;6755697.23210828;10;1200;G02_LM041;
598456.39937975;6755669.21303328;10;1230;G02_LM042;
598469.005569106;6755642.31640463;10;1260;G02_LM043;
598488.525261783;6755619.53523701;10;1290;G02_LM044;
598508.044954459;6755596.7540694;10;1320;G02_LM045;
598527.564647136;6755573.97290179;10;1350;G02_LM046;
598547.084339813;6755551.19173418;10;1380;G02_LM047;
598566.604032489;6755528.41056656;10;1410;G02_LM048;
598586.123725166;6755505.62939895;10;1440;G02_LM049;
598605.643417843;6755482.84823134;10;1470;G02_LM050;G02_LM050
598625.163110519;6755460.06706372;10;1500;G02_LM051;
598644.682803196;6755437.28589611;10;1530;G02_LM052;
598664.202495872;6755414.5047285;10;1560;G02_LM053;
598683.722188549;6755391.72356089;10;1590;G02_LM054;
598703.241881226;6755368.94239327;10;1620;G02_LM055;
598722.761573902;6755346.16122566;10;1650;G02_LM056;
598742.281266579;6755323.38005805;10;1680;G02_LM057;
598761.800959256;6755300.59889043;10;1710;G02_LM058;
598781.320651932;6755277.81772282;10;1740;G02_LM059;
598800.840344609;6755255.03655521;10;1770;G02_LM060;G02_LM060
598820.360037286;6755232.25538759;10;1800;G02_LM061;
598839.879729962;6755209.47421998;10;1830;G02_LM062;
598859.399422639;6755186.69305237;10;1860;G02_LM063;
598877.423350821;6755162.74234991;10;1890;G02_LM064;
598894.82415578;6755138.30442883;10;1920;G02_LM065;
598912.22496074;6755113.86650775;10;1950;G02_LM066;
598929.625765699;6755089.42858667;10;1980;G02_LM067;
598947.026570659;6755064.99066559;10;2010;G02_LM068;
598964.427375618;6755040.55274451;10;2040;G02_LM069;
598981.828180578;6755016.11482343;10;2070;G02_LM070;G02_LM070
598999.228985537;6754991.67690235;10;2100;G02_LM071;
599016.629790497;6754967.23898127;10;2130;G02_LM072;
599034.030595456;6754942.80106018;10;2160;G02_LM073;
599051.431400416;6754918.3631391;10;2190;G02_LM074;
599068.832205375;6754893.92521802;10;2220;G02_LM075;
599086.233010335;6754869.48729694;10;2250;G02_LM076;
599103.633815294;6754845.04937586;10;2280;G02_LM077;
599122.97903627;6754822.5568102;10;2310;G02_LM078;
599147.425359354;6754805.16781116;10;2340;G02_LM079;
599171.871682439;6754787.77881212;10;2370;G02_LM080;G02_LM080
599196.318005523;6754770.38981308;10;2400;G02_LM081;
599220.764328608;6754753.00081404;10;2430;G02_LM082;
599245.210651692;6754735.611815;10;2460;G02_LM083;
599269.656974777;6754718.22281596;10;2490;G02_LM084;
599294.103297861;6754700.83381692;10;2520;G02_LM085;
599318.549620946;6754683.44481788;10;2550;G02_LM086;
599342.99594403;6754666.05581883;10;2580;G02_LM087;
599367.442267115;6754648.66681979;10;2610;G02_LM088;
599391.888590199;6754631.27782075;10;2640;G02_LM089;
599416.334913284;6754613.88882171;10;2670;G02_LM090;G02_LM090
599454.38033224;6754584.01952769;11;0;G02_UM001;G02_UM001
599482.271844608;6754572.97129083;11;30;G02_UM002;
599510.163356976;6754561.92305396;11;60;G02_UM003;
599538.054869344;6754550.8748171;11;90;G02_UM004;
599565.946381713;6754539.82658024;11;120;G02_UM005;
599593.837894081;6754528.77834337;11;150;G02_UM006;
599621.729406449;6754517.73010651;11;180;G02_UM007;
599649.620918817;6754506.68186964;11;210;G02_UM008;
599677.512431185;6754495.63363278;11;240;G02_UM009;
599705.403943553;6754484.58539591;11;270;G02_UM010;G02_UM010
599733.295455922;6754473.53715905;11;300;G02_UM011;
599761.18696829;6754462.48892218;11;330;G02_UM012;
599789.078480658;6754451.44068532;11;360;G02_UM013;
599816.969993026;6754440.39244845;11;390;G02_UM014;
599844.861505394;6754429.34421159;11;420;G02_UM015;
599872.753017763;6754418.29597473;11;450;G02_UM016;
599900.644530131;6754407.24773786;11;480;G02_UM017;
599928.536042499;6754396.199501;11;510;G02_UM018;
599956.427554867;6754385.15126413;11;540;G02_UM019;
599984.319067235;6754374.10302727;11;570;G02_UM020;G02_UM020
600012.210579603;6754363.0547904;11;600;G02_UM021;
600040.102091972;6754352.00655354;11;630;G02_UM022;
600067.99360434;6754340.95831667;11;660;G02_UM023;
600095.885116708;6754329.91007981;11;690;G02_UM024;
600123.776629076;6754318.86184294;11;720;G02_UM025;
600151.668141444;6754307.81360608;11;750;G02_UM026;
600179.559653813;6754296.76536922;11;780;G02_UM027;
600207.451166181;6754285.71713235;11;810;G02_UM028;
600235.342678549;6754274.66889549;11;840;G02_UM029;
600263.234190917;6754263.62065862;11;870;G02_UM030;G02_UM030
600291.125703285;6754252.57242176;11;900;G02_UM031;
600319.017215653;6754241.52418489;11;930;G02_UM032;
600346.908728022;6754230.47594803;11;960;G02_UM033;
600374.80024039;6754219.42771116;11;990;G02_UM034;
600402.691752758;6754208.3794743;11;1020;G02_UM035;
600430.583265126;6754197.33123743;11;1050;G02_UM036;
600458.474777494;6754186.28300057;11;1080;G02_UM037;
600486.366289863;6754175.2347637;11;1110;G02_UM038;
600514.257802231;6754164.18652684;11;1140;G02_UM039;
600542.149314599;6754153.13828997;11;1170;G02_UM040;G02_UM040
600570.040826967;6754142.09005311;11;1200;G02_UM041;
600597.932339335;6754131.04181625;11;1230;G02_UM042;
600625.823851703;6754119.99357938;11;1260;G02_UM043;
600653.715364072;6754108.94534252;11;1290;G02_UM044;
600681.60687644;6754097.89710565;11;1320;G02_UM045;
600709.498388808;6754086.84886879;11;1350;G02_UM046;
600734.379387682;6754070.32066782;11;1380;G02_UM047;
600758.663225644;6754052.70546944;11;1410;G02_UM048;
600782.947063606;6754035.09027107;11;1440;G02_UM049;
600807.230901568;6754017.47507269;11;1470;G02_UM050;G02_UM050
600831.51473953;6753999.85987431;11;1500;G02_UM051;
600855.798577492;6753982.24467594;11;1530;G02_UM052;
600880.082415454;6753964.62947756;11;1560;G02_UM053;
600904.366253416;6753947.01427919;11;1590;G02_UM054;
600928.650091378;6753929.39908081;11;1620;G02_UM055;
600952.93392934;6753911.78388243;11;1650;G02_UM056;
600977.217767303;6753894.16868406;11;1680;G02_UM057;
601001.501605265;6753876.55348568;11;1710;G02_UM058;
601025.785443227;6753858.93828731;11;1740;G02_UM059;
602167.94053409;6766137.25060483;12;0;G13_LM001;G13_LM001
602183.600903089;6766111.66246611;12;30;G13_LM002;
602199.261272089;6766086.0743274;12;60;G13_LM003;
602214.921641089;6766060.48618869;12;90;G13_LM004;
602230.582010089;6766034.89804998;12;120;G13_LM005;
602246.242379089;6766009.30991126;12;150;G13_LM006;
602261.902748088;6765983.72177255;12;180;G13_LM007;
602277.563117088;6765958.13363384;12;210;G13_LM008;
602293.223486088;6765932.54549512;12;240;G13_LM009;
602308.883855088;6765906.95735641;12;270;G13_LM010;G13_LM010
602324.544224087;6765881.3692177;12;300;G13_LM011;
602340.204593087;6765855.78107899;12;330;G13_LM012;
602355.864962087;6765830.19294027;12;360;G13_LM013;
602371.525331087;6765804.60480156;12;390;G13_LM014;
602387.185700086;6765779.01666285;12;420;G13_LM015;
602402.846069086;6765753.42852413;12;450;G13_LM016;
602418.506438086;6765727.84038542;12;480;G13_LM017;
602434.166807086;6765702.25224671;12;510;G13_LM018;
602449.827176085;6765676.66410799;12;540;G13_LM019;
602465.487545085;6765651.07596928;12;570;G13_LM020;G13_LM020
602481.147914085;6765625.48783057;12;600;G13_LM021;
602496.808283085;6765599.89969186;12;630;G13_LM022;
602512.468652084;6765574.31155314;12;660;G13_LM023;
602528.129021084;6765548.72341443;12;690;G13_LM024;
602543.789390084;6765523.13527572;12;720;G13_LM025;
602559.449759083;6765497.547137;12;750;G13_LM026;
602575.110128083;6765471.95899829;12;780;G13_LM027;
602590.770497083;6765446.37085958;12;810;G13_LM028;
602606.430866083;6765420.78272087;12;840;G13_LM029;
602622.091235082;6765395.19458215;12;870;G13_LM030;G13_LM030
602637.751604082;6765369.60644344;12;900;G13_LM031;
602654.406602588;6765344.71056599;12;930;G13_LM032;
602672.962325393;6765321.13759097;12;960;G13_LM033;
602691.518048199;6765297.56461595;12;990;G13_LM034;
602710.073771004;6765273.99164093;12;1020;G13_LM035;
602728.62949381;6765250.41866592;12;1050;G13_LM036;
602747.185216615;6765226.8456909;12;1080;G13_LM037;
602765.74093942;6765203.27271588;12;1110;G13_LM038;
602784.296662226;6765179.69974086;12;1140;G13_LM039;
602802.852385031;6765156.12676585;12;1170;G13_LM040;G13_LM040
602821.408107836;6765132.55379083;12;1200;G13_LM041;
602839.963830642;6765108.98081581;12;1230;G13_LM042;
602858.519553447;6765085.40784079;12;1260;G13_LM043;
602877.075276253;6765061.83486578;12;1290;G13_LM044;
602895.630999058;6765038.26189076;12;1320;G13_LM045;
602914.186721864;6765014.68891574;12;1350;G13_LM046;
602932.742444669;6764991.11594073;12;1380;G13_LM047;
602951.298167474;6764967.54296571;12;1410;G13_LM048;
602969.85389028;6764943.96999069;12;1440;G13_LM049;
602988.409613085;6764920.39701567;12;1470;G13_LM050;G13_LM050
603006.96533589;6764896.82404065;12;1500;G13_LM051;
603025.521058696;6764873.25106564;12;1530;G13_LM052;
603044.076781501;6764849.67809062;12;1560;G13_LM053;
603062.632504307;6764826.1051156;12;1590;G13_LM054;
603081.188227112;6764802.53214059;12;1620;G13_LM055;
603099.743949917;6764778.95916557;12;1650;G13_LM056;
603118.299672723;6764755.38619055;12;1680;G13_LM057;
603136.855395528;6764731.81321553;12;1710;G13_LM058;
603155.411118334;6764708.24024052;12;1740;G13_LM059;
603173.966841139;6764684.6672655;12;1770;G13_LM060;G13_LM060
603192.522563944;6764661.09429048;12;1800;G13_LM061;
603211.07828675;6764637.52131547;12;1830;G13_LM062;
603229.634009555;6764613.94834045;12;1860;G13_LM063;
603248.189732361;6764590.37536543;12;1890;G13_LM064;
603266.745455166;6764566.80239041;12;1920;G13_LM065;
603285.301177971;6764543.2294154;12;1950;G13_LM066;
603303.856900777;6764519.65644038;12;1980;G13_LM067;
603322.412623582;6764496.08346536;12;2010;G13_LM068;
603340.968346387;6764472.51049034;12;2040;G13_LM069;
603359.637236916;6764449.04079723;12;2070;G13_LM070;G13_LM070
603381.42062238;6764428.41353086;12;2100;G13_LM071;
603403.204007843;6764407.7862645;12;2130;G13_LM072;
603424.987393307;6764387.15899813;12;2160;G13_LM073;
603446.77077877;6764366.53173176;12;2190;G13_LM074;
603468.554164234;6764345.9044654;12;2220;G13_LM075;
603490.337549697;6764325.27719903;12;2250;G13_LM076;
603512.120935161;6764304.64993266;12;2280;G13_LM077;
603533.904320624;6764284.0226663;12;2310;G13_LM078;
603555.687706088;6764263.39539993;12;2340;G13_LM079;
603577.471091552;6764242.76813357;12;2370;G13_LM080;G13_LM080
603599.254477015;6764222.1408672;12;2400;G13_LM081;
603621.037862479;6764201.51360083;12;2430;G13_LM082;
603642.821247942;6764180.88633447;12;2460;G13_LM083;
603664.604633406;6764160.2590681;12;2490;G13_LM084;
603686.388018869;6764139.63180173;12;2520;G13_LM085;
603708.171404333;6764119.00453537;12;2550;G13_LM086;
603729.954789796;6764098.377269;12;2580;G13_LM087;
603751.73817526;6764077.75000263;12;2610;G13_LM088;
603773.521560723;6764057.12273627;12;2640;G13_LM089;
603795.304946187;6764036.4954699;12;2670;G13_LM090;G13_LM090
603817.08833165;6764015.86820354;12;2700;G13_LM091;
603838.871717114;6763995.24093717;12;2730;G13_LM092;
603860.655102577;6763974.6136708;12;2760;G13_LM093;
603882.438488041;6763953.98640444;12;2790;G13_LM094;
603904.221873505;6763933.35913807;12;2820;G13_LM095;
603926.005258968;6763912.73187171;12;2850;G13_LM096;
603947.788644432;6763892.10460534;12;2880;G13_LM097;
603969.572029895;6763871.47733897;12;2910;G13_LM098;
603998.619129342;6763844.07672997;13;0;G13_UM001;G13_UM001
604019.961986369;6763822.99397745;13;30;G13_UM002;
604041.304843395;6763801.91122493;13;60;G13_UM003;
604062.647700423;6763780.8284724;13;90;G13_UM004;
604083.99055745;6763759.74571988;13;120;G13_UM005;
604105.333414477;6763738.66296736;13;150;G13_UM006;
604126.676271504;6763717.58021484;13;180;G13_UM007;
604148.019128531;6763696.49746231;13;210;G13_UM008;
604169.361985558;6763675.41470979;13;240;G13_UM009;
604190.704842585;6763654.33195727;13;270;G13_UM010;G13_UM010
604212.047699612;6763633.24920475;13;300;G13_UM011;
604233.390556639;6763612.16645222;13;330;G13_UM012;
604254.733413666;6763591.0836997;13;360;G13_UM013;
604276.076270693;6763570.00094718;13;390;G13_UM014;
604297.41912772;6763548.91819466;13;420;G13_UM015;
604318.761984747;6763527.83544213;13;450;G13_UM016;
604340.104841774;6763506.75268961;13;480;G13_UM017;
604361.447698801;6763485.66993709;13;510;G13_UM018;
604382.790555828;6763464.58718457;13;540;G13_UM019;
604404.133412855;6763443.50443204;13;570;G13_UM020;G13_UM020
604425.476269882;6763422.42167952;13;600;G13_UM021;
604446.81912691;6763401.338927;13;630;G13_UM022;
604468.161983936;6763380.25617448;13;660;G13_UM023;
604489.504840964;6763359.17342195;13;690;G13_UM024;
604510.847697991;6763338.09066943;13;720;G13_UM025;
604532.190555018;6763317.00791691;13;750;G13_UM026;
604553.533412045;6763295.92516439;13;780;G13_UM027;
604574.876269072;6763274.84241186;13;810;G13_UM028;
604596.219126099;6763253.75965934;13;840;G13_UM029;
604617.561983126;6763232.67690682;13;870;G13_UM030;G13_UM030
604638.904840153;6763211.5941543;13;900;G13_UM031;
604660.24769718;6763190.51140177;13;930;G13_UM032;
604681.590554207;6763169.42864925;13;960;G13_UM033;
604702.933411234;6763148.34589673;13;990;G13_UM034;
604724.276268261;6763127.26314421;13;1020;G13_UM035;
604745.619125288;6763106.18039168;13;1050;G13_UM036;
604766.961982315;6763085.09763916;13;1080;G13_UM037;
604786.108692844;6763062.12607501;13;1110;G13_UM038;
604803.760698955;6763037.86897955;13;1140;G13_UM039;
604821.412705066;6763013.61188409;13;1170;G13_UM040;G13_UM040
604839.064711178;6762989.35478862;13;1200;G13_UM041;
604856.716717289;6762965.09769316;13;1230;G13_UM042;
604874.3687234;6762940.8405977;13;1260;G13_UM043;
604892.020729511;6762916.58350224;13;1290;G13_UM044;
604909.672735622;6762892.32640678;13;1320;G13_UM045;
604927.324741734;6762868.06931132;13;1350;G13_UM046;
604944.976747845;6762843.81221585;13;1380;G13_UM047;
604962.628753956;6762819.55512039;13;1410;G13_UM048;
604980.280760068;6762795.29802493;13;1440;G13_UM049;
604997.932766179;6762771.04092947;13;1470;G13_UM050;G13_UM050
605015.58477229;6762746.78383401;13;1500;G13_UM051;
605033.236778401;6762722.52673854;13;1530;G13_UM052;
605050.888784512;6762698.26964308;13;1560;G13_UM053;
605068.540790624;6762674.01254762;13;1590;G13_UM054;
605086.192796735;6762649.75545216;13;1620;G13_UM055;
605103.844802846;6762625.4983567;13;1650;G13_UM056;
605121.496808957;6762601.24126123;13;1680;G13_UM057;
605139.148815069;6762576.98416577;13;1710;G13_UM058;
605156.80082118;6762552.72707031;13;1740;G13_UM059;
605174.452827291;6762528.46997485;13;1770;G13_UM060;G13_UM060
605192.104833402;6762504.21287939;13;1800;G13_UM061;
605209.756839514;6762479.95578392;13;1830;G13_UM062;
605227.408845625;6762455.69868846;13;1860;G13_UM063;
605245.060851736;6762431.441593;13;1890;G13_UM064;
605262.712857847;6762407.18449754;13;1920;G13_UM065;
605280.364863959;6762382.92740208;13;1950;G13_UM066;
605297.007226361;6762358.01924697;13;1980;G13_UM067;
605311.819836225;6762331.93119245;13;2010;G13_UM068;
605326.632446089;6762305.84313792;13;2040;G13_UM069;
605341.445055953;6762279.75508339;13;2070;G13_UM070;G13_UM070
605356.257665817;6762253.66702886;13;2100;G13_UM071;
605371.070275681;6762227.57897434;13;2130;G13_UM072;
605385.882885545;6762201.49091981;13;2160;G13_UM073;
